"remember, tems doesn't export lat-lon correctly when you export to .tab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"remember, col names need to be correct, but order is not important",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Mobile,TIME,LONGITUDE,LATITUDE,SC_1,RSCP_1,EcIo_1,SC_2,RSCP_2,EcIo_2,SC_3,RSCP_3,EcIo_3,SC_4,RSCP_4,EcIo_4,SC_5,RSCP_5,EcIo_5,SC_6,RSCP_6,EcIo_6,SC_7,RSCP_7,EcIo_7,SC_8,RSCP_8,EcIo_8,SC_9,RSCP_9,EcIo_9,SC_10,RSCP_10,EcIo_10,SC_11,RSCP_11,EcIo_11,SC_12,RSCP_12,EcIo_12,SC_13,RSCP_13,EcIo_13,SC_14,RSCP_14,EcIo_14,SC_15,RSCP_15,EcIo_15,SC_16,RSCP_16,EcIo_16,SC_17,RSCP_17,EcIo_17,SC_18,RSCP_18,EcIo_18,SC_19,RSCP_19,EcIo_19,SC_20,RSCP_20,EcIo_20
,,3838,144.9058133,-37.79348629,206,-59.837,-0.837,214,-70.535,-11.535,84,-76.721,-17.721,304,-77.555,-18.555,266,-77.732,-18.732,504,-77.755,-18.755,496,-77.814,-18.814,386,-77.931,-18.931,374,-77.997,-18.997,334,-78.202,-19.202,464,-78.231,-19.231,78,-78.438,-19.438,440,-78.527,-19.527,306,-78.583,-19.583,218,-78.603,-19.603,42,-78.726,-19.726,74,-78.741,-19.741,44,-78.756,-19.756,256,-78.793,-19.793,450,-79.029,-20.029
,,2274,144.9282959,-37.82241248,366,-65.02,-4.02,382,-66.567,-5.567,206,-71.495,-10.495,374,-73.99,-12.99,390,-80.756,-19.756,240,-81.023,-20.023,316,-81.152,-20.152,416,-81.163,-20.163,362,-81.168,-20.168,36,-81.25,-20.25,128,-81.282,-20.282,218,-81.343,-20.343,438,-81.359,-20.359,346,-81.37,-20.37,260,-81.465,-20.465,300,-81.476,-20.476,454,-81.476,-20.476,380,-81.515,-20.515,252,-81.521,-20.521,106,-81.589,-20.589
,,4343,144.8478601,-37.83053663,166,-50.413,-1.413,158,-59.351,-10.351,150,-59.924,-10.924,266,-66.865,-17.865,144,-68.403,-19.403,284,-68.477,-19.477,12,-68.522,-19.522,362,-68.628,-19.628,272,-68.71,-19.71,192,-68.891,-19.891,250,-68.955,-19.955,402,-68.981,-19.981,126,-69.077,-20.077,70,-69.098,-20.098,490,-69.12,-20.12,90,-69.125,-20.125,204,-69.136,-20.136,214,-69.157,-20.157,326,-69.195,-20.195,130,-69.233,-20.233
,,4831,144.8760581,-37.80290189,150,-63.022,-1.022,166,-74.195,-12.195,158,-77.729,-15.729,88,-78.178,-16.178,462,-80.164,-18.164,142,-80.488,-18.488,176,-80.488,-18.488,96,-81.178,-19.178,122,-81.236,-19.236,20,-81.393,-19.393,134,-81.433,-19.433,106,-81.448,-19.448,194,-81.522,-19.522,470,-81.538,-19.538,16,-81.628,-19.628,132,-81.679,-19.679,164,-81.751,-19.751,332,-81.762,-19.762,114,-81.86,-19.86,52,-81.928,-19.928
,,4092,144.8495303,-37.77170845,166,-57.256,-3.256,150,-58.894,-4.894,158,-65.306,-11.306,342,-73.787,-19.787,164,-73.986,-19.986,8,-74.05,-20.05,126,-74.071,-20.071,260,-74.13,-20.13,350,-74.168,-20.168,322,-74.31,-20.31,380,-74.332,-20.332,292,-74.459,-20.459,416,-74.465,-20.465,496,-74.476,-20.476,38,-74.493,-20.493,472,-74.499,-20.499,494,-74.538,-20.538,354,-74.6,-20.6,268,-74.634,-20.634,64,-74.68,-20.68
,,3770,144.9764405,-37.77379852,450,-58.786,-0.786,434,-69.064,-11.064,476,-75.753,-17.753,306,-76.582,-18.582,462,-76.805,-18.805,40,-76.94,-18.94,376,-77.106,-19.106,120,-77.222,-19.222,138,-77.3,-19.3,340,-77.314,-19.314,150,-77.339,-19.339,158,-77.438,-19.438,298,-77.533,-19.532,4,-77.726,-19.726,206,-77.881,-19.881,234,-78.023,-20.023,438,-78.034,-20.034,102,-78.071,-20.071,248,-78.087,-20.087,296,-78.103,-20.103
,,2445,144.9651781,-37.79292723,366,-61.7,-2.7,382,-67.31,-8.31,374,-69.424,-10.424,144,-77.338,-18.338,94,-77.81,-18.81,206,-77.819,-18.819,346,-77.87,-18.87,306,-78.251,-19.251,24,-78.304,-19.304,80,-78.324,-19.324,26,-78.428,-19.428,500,-78.553,-19.553,470,-78.782,-19.782,422,-78.855,-19.855,352,-78.865,-19.865,268,-78.891,-19.891,224,-78.907,-19.907,96,-78.939,-19.939,218,-78.97,-19.97,442,-78.986,-19.986
,,3539,144.9028702,-37.82072646,382,-56.36,-1.36,500,-74.135,-19.135,288,-74.654,-19.654,460,-74.787,-19.787,330,-74.824,-19.824,292,-74.891,-19.891,74,-74.949,-19.949,252,-75.077,-20.077,120,-75.087,-20.087,440,-75.13,-20.13,360,-75.26,-20.26,88,-75.293,-20.293,396,-75.299,-20.299,90,-75.315,-20.315,316,-75.343,-20.343,234,-75.404,-20.404,94,-75.448,-20.448,256,-75.459,-20.459,248,-75.499,-20.499,454,-75.583,-20.583
,,1453,144.9731469,-37.82224522,318,-76.28,-6.28,374,-76.546,-6.546,442,-77.06,-7.06,450,-83.842,-13.842,382,-85.591,-15.591,434,-88.29,-18.29,326,-88.329,-18.329,280,-89.69,-19.69,114,-89.844,-19.844,64,-89.923,-19.923,416,-90.055,-20.055,94,-90.071,-20.071,426,-90.077,-20.077,206,-90.13,-20.13,184,-90.299,-20.299,264,-90.359,-20.359,338,-90.387,-20.387,230,-90.426,-20.426,494,-90.437,-20.437,210,-90.454,-20.454
,,3365,144.9177787,-37.77772774,206,-55.667,-0.667,382,-69.99,-14.99,218,-73.426,-18.426,96,-73.514,-18.514,464,-74.202,-19.202,112,-74.251,-19.251,334,-74.418,-19.418,428,-74.492,-19.492,462,-74.639,-19.639,374,-74.731,-19.731,236,-74.736,-19.736,36,-74.824,-19.824,268,-74.85,-19.85,166,-75.002,-20.002,78,-75.093,-20.093,420,-75.152,-20.152,506,-75.179,-20.179,504,-75.201,-20.201,56,-75.266,-20.266,126,-75.266,-20.266
,,4007,144.8893989,-37.76812994,450,-76.445,-4.445,150,-80.178,-8.178,158,-81.703,-9.703,434,-84.118,-12.118,166,-86.825,-14.825,316,-88.742,-16.742,324,-91.082,-19.082,348,-91.178,-19.178,296,-91.522,-19.522,266,-91.628,-19.628,40,-91.918,-19.918,380,-92.018,-20.018,162,-92.168,-20.168,200,-92.19,-20.19,206,-92.211,-20.211,118,-92.244,-20.244,90,-92.26,-20.26,342,-92.299,-20.299,336,-92.404,-20.404,404,-92.426,-20.426
,,5210,144.902682,-37.82358612,88,-48.58,-0.58,478,-65.894,-17.894,134,-66.395,-18.395,50,-66.681,-18.681,260,-67.02,-19.02,346,-67.073,-19.073,502,-67.265,-19.265,84,-67.29,-19.29,374,-67.639,-19.639,410,-67.664,-19.664,232,-67.674,-19.674,68,-67.746,-19.746,472,-67.746,-19.746,506,-67.767,-19.767,462,-67.803,-19.803,202,-67.834,-19.834,352,-67.949,-19.949,290,-67.992,-19.992,96,-68.007,-20.007,228,-68.034,-20.034
,,3334,144.958881,-37.77286069,206,-59.315,-1.315,382,-67.217,-9.217,316,-77.183,-19.183,300,-77.746,-19.746,60,-77.844,-19.844,50,-78.018,-20.018,164,-78.055,-20.055,202,-78.066,-20.066,464,-78.146,-20.146,166,-78.152,-20.152,296,-78.195,-20.195,36,-78.211,-20.211,462,-78.25,-20.25,428,-78.255,-20.255,42,-78.266,-20.266,410,-78.271,-20.271,390,-78.31,-20.31,114,-78.37,-20.37,306,-78.37,-20.37,330,-78.398,-20.398
,,3447,144.8433477,-37.83086768,450,-56.821,-2.821,434,-59.834,-5.834,138,-72.907,-18.907,476,-73.408,-19.408,120,-73.608,-19.608,206,-73.639,-19.639,490,-73.7,-19.7,66,-73.72,-19.72,422,-73.897,-19.897,312,-73.986,-19.986,478,-74.05,-20.05,200,-74.098,-20.098,416,-74.136,-20.136,180,-74.277,-20.277,448,-74.277,-20.277,134,-74.321,-20.321,458,-74.321,-20.321,184,-74.359,-20.359,328,-74.359,-20.359,392,-74.376,-20.376
,,2325,144.8661302,-37.83189149,366,-59.441,-1.441,206,-67.808,-9.808,382,-70.866,-12.866,470,-76.627,-18.627,504,-77.054,-19.054,80,-77.27,-19.27,24,-77.512,-19.512,276,-77.553,-19.553,162,-77.578,-19.578,314,-77.578,-19.578,34,-77.649,-19.649,66,-77.649,-19.649,296,-77.762,-19.762,126,-77.767,-19.767,96,-77.793,-19.793,254,-77.818,-19.818,340,-77.907,-19.907,106,-77.928,-19.928,484,-77.928,-19.928,488,-77.965,-19.965
,,5392,144.8218505,-37.81691152,88,-52.467,-0.467,50,-70.377,-18.377,374,-70.417,-18.417,478,-70.912,-18.912,382,-71.092,-19.092,152,-71.222,-19.222,76,-71.27,-19.27,94,-71.378,-19.378,58,-71.762,-19.762,314,-71.767,-19.767,488,-71.777,-19.777,18,-71.793,-19.793,380,-72.034,-20.034,340,-72.098,-20.098,432,-72.098,-20.098,176,-72.103,-20.103,328,-72.157,-20.157,454,-72.184,-20.184,238,-72.19,-20.19,260,-72.25,-20.25
,,2648,144.9430154,-37.82852708,392,-65.979,-1.979,400,-75.896,-11.896,316,-76.073,-12.073,166,-76.899,-12.899,158,-81.001,-17.001,124,-81.595,-17.595,212,-83.324,-19.324,22,-83.497,-19.497,94,-83.548,-19.548,176,-83.731,-19.731,306,-83.907,-19.907,416,-83.923,-19.923,28,-84.066,-20.066,380,-84.146,-20.146,110,-84.163,-20.163,314,-84.179,-20.179,252,-84.304,-20.304,274,-84.332,-20.332,24,-84.343,-20.343,394,-84.343,-20.343
,,3466,144.974688,-37.76292404,450,-60.646,-2.646,434,-63.784,-5.784,20,-76.523,-18.523,150,-76.75,-18.75,36,-77.035,-19.035,474,-77.241,-19.241,392,-77.334,-19.334,138,-77.448,-19.448,318,-77.467,-19.467,66,-77.522,-19.522,180,-77.553,-19.553,128,-77.715,-19.715,316,-77.741,-19.741,308,-77.746,-19.746,462,-77.767,-19.767,324,-77.829,-19.829,458,-77.86,-19.86,376,-77.981,-19.981,310,-78.013,-20.013,492,-78.029,-20.029
,,5663,144.8587854,-37.832948,96,-69.939,-3.939,88,-72.576,-6.576,382,-84.672,-18.672,418,-85.241,-19.241,292,-85.339,-19.339,92,-85.497,-19.497,66,-85.824,-19.824,204,-85.923,-19.923,30,-86.05,-20.05,376,-86.109,-20.109,410,-86.179,-20.179,442,-86.211,-20.211,138,-86.304,-20.304,32,-86.443,-20.443,242,-86.482,-20.482,84,-86.499,-20.499,190,-86.499,-20.499,2,-86.544,-20.544,484,-86.549,-20.549,98,-86.64,-20.64
,,444,144.8591164,-37.83178577,326,-61.204,-3.204,318,-63.462,-5.462,334,-72.147,-14.147,438,-77.001,-19.001,240,-77.393,-19.393,392,-77.715,-19.715,168,-77.933,-19.933,442,-78.061,-20.061,246,-78.077,-20.077,286,-78.125,-20.125,188,-78.146,-20.146,58,-78.157,-20.157,70,-78.179,-20.179,432,-78.179,-20.179,42,-78.19,-20.19,360,-78.211,-20.211,504,-78.277,-20.277,130,-78.304,-20.304,12,-78.31,-20.31,464,-78.365,-20.365
,,3525,144.9101555,-37.76454626,206,-54.922,-2.922,214,-56.115,-4.115,320,-70.709,-18.709,436,-70.997,-18.997,464,-71.222,-19.222,370,-71.241,-19.241,92,-71.578,-19.578,504,-71.588,-19.588,316,-71.618,-19.618,382,-71.731,-19.731,82,-71.782,-19.782,296,-71.798,-19.798,68,-71.818,-19.818,440,-71.839,-19.839,58,-71.907,-19.907,192,-71.933,-19.933,366,-72.061,-20.061,416,-72.179,-20.179,352,-72.217,-20.217,126,-72.26,-20.26
,,335,144.9518001,-37.81563672,326,-58.658,-1.658,318,-64.583,-7.583,306,-75.329,-18.329,352,-75.945,-18.945,232,-76.618,-19.618,496,-76.659,-19.659,334,-76.7,-19.7,324,-76.834,-19.834,210,-76.871,-19.871,360,-76.912,-19.912,398,-76.928,-19.928,508,-76.97,-19.97,384,-77.141,-20.141,212,-77.222,-20.222,78,-77.304,-20.304,310,-77.337,-20.337,128,-77.376,-20.376,214,-77.387,-20.387,452,-77.415,-20.415,114,-77.487,-20.487
,,1162,144.8747193,-37.80725886,332,-67.853,-4.853,400,-69.035,-6.035,316,-74.696,-11.696,388,-76.279,-13.279,256,-78.198,-15.198,392,-81.745,-18.745,326,-81.75,-18.75,334,-82.28,-19.28,142,-82.462,-19.462,308,-82.507,-19.507,350,-82.674,-19.674,324,-82.912,-19.912,384,-82.955,-19.955,404,-83.12,-20.12,168,-83.141,-20.141,344,-83.168,-20.168,78,-83.173,-20.173,146,-83.244,-20.244,156,-83.244,-20.244,24,-83.321,-20.321
,,3938,144.9096262,-37.79216565,206,-76.868,-1.868,214,-84.703,-9.703,382,-94.368,-19.368,344,-94.423,-19.423,280,-94.588,-19.588,316,-94.654,-19.654,410,-94.886,-19.886,154,-94.897,-19.897,56,-94.928,-19.928,390,-94.97,-19.97,440,-95.007,-20.007,268,-95.05,-20.05,96,-95.228,-20.228,166,-95.244,-20.244,360,-95.26,-20.26,208,-95.376,-20.376,86,-95.398,-20.398,192,-95.398,-20.398,384,-95.415,-20.415,220,-95.448,-20.448
,,2999,144.8350721,-37.83306945,166,-67.832,-3.832,392,-72.609,-8.609,316,-75.14,-11.14,158,-75.637,-11.637,150,-81.861,-17.861,192,-83.164,-19.164,110,-83.28,-19.28,378,-83.787,-19.787,214,-83.834,-19.834,486,-83.871,-19.871,388,-83.876,-19.876,446,-83.928,-19.928,490,-83.928,-19.928,368,-84.201,-20.201,476,-84.244,-20.244,284,-84.404,-20.404,70,-84.415,-20.415,478,-84.415,-20.415,472,-84.443,-20.443,202,-84.448,-20.448
,,5868,144.9744205,-37.80033187,88,-67.552,-4.552,96,-68.141,-5.141,346,-80.84,-17.84,80,-81.134,-18.134,128,-83.013,-20.013,502,-83.013,-20.013,14,-83.13,-20.13,506,-83.201,-20.201,428,-83.206,-20.206,400,-83.244,-20.244,478,-83.26,-20.26,374,-83.277,-20.277,114,-83.282,-20.282,124,-83.293,-20.293,138,-83.299,-20.299,142,-83.299,-20.299,406,-83.31,-20.31,112,-83.448,-20.448,410,-83.51,-20.51,174,-83.521,-20.521
,,2961,144.8648362,-37.79944414,450,-61.758,-3.758,150,-64.241,-6.241,434,-66.535,-8.535,158,-73.137,-15.137,368,-77.787,-19.787,22,-77.865,-19.865,312,-78.018,-20.018,328,-78.034,-20.034,280,-78.082,-20.082,138,-78.103,-20.103,356,-78.233,-20.233,454,-78.239,-20.239,306,-78.266,-20.266,92,-78.343,-20.343,70,-78.348,-20.348,432,-78.387,-20.387,208,-78.487,-20.487,216,-78.521,-20.521,288,-78.555,-20.555,504,-78.555,-20.555
,,1461,144.8342213,-37.79751658,450,-57.775,-2.775,318,-61.381,-6.381,138,-74.309,-19.309,476,-74.467,-19.467,480,-74.7,-19.7,144,-74.824,-19.824,460,-75.039,-20.039,376,-75.077,-20.077,428,-75.168,-20.168,452,-75.173,-20.173,60,-75.184,-20.184,306,-75.184,-20.184,492,-75.195,-20.195,120,-75.201,-20.201,300,-75.244,-20.244,196,-75.26,-20.26,66,-75.304,-20.304,328,-75.321,-20.321,240,-75.332,-20.332,34,-75.365,-20.365
,,3642,144.9252494,-37.83401718,166,-56.37,-1.37,158,-63.441,-8.441,148,-72.611,-17.611,346,-73.842,-18.842,128,-73.954,-18.954,316,-73.954,-18.954,284,-74.334,-19.334,386,-74.477,-19.477,370,-74.669,-19.669,486,-74.669,-19.669,252,-74.69,-19.69,254,-74.72,-19.72,122,-74.839,-19.839,470,-74.933,-19.933,266,-74.955,-19.955,108,-74.96,-19.96,342,-74.97,-19.97,292,-74.997,-19.997,270,-75.093,-20.093,392,-75.228,-20.228
,,5909,144.8284124,-37.79211349,96,-66.072,-2.072,88,-75.495,-11.495,80,-78.918,-14.918,354,-83.035,-19.035,56,-83.685,-19.685,268,-83.685,-19.685,344,-83.726,-19.726,396,-83.762,-19.762,308,-83.818,-19.818,198,-83.928,-19.928,408,-84.039,-20.039,364,-84.141,-20.141,438,-84.146,-20.146,68,-84.206,-20.206,430,-84.26,-20.26,194,-84.288,-20.288,150,-84.337,-20.337,482,-84.381,-20.381,346,-84.404,-20.404,330,-84.415,-20.415
,,524,144.925526,-37.77705741,326,-58.651,-3.651,318,-60.257,-5.257,334,-74.408,-19.408,372,-74.834,-19.834,128,-74.912,-19.912,506,-74.918,-19.918,462,-74.96,-19.96,474,-75.055,-20.055,476,-75.061,-20.061,160,-75.066,-20.066,100,-75.173,-20.173,274,-75.217,-20.217,266,-75.304,-20.304,102,-75.359,-20.359,494,-75.398,-20.398,18,-75.482,-20.482,336,-75.482,-20.482,110,-75.549,-20.549,146,-75.549,-20.549,312,-75.549,-20.549
,,5219,144.9773801,-37.78574842,150,-71.049,-5.049,96,-71.698,-5.698,166,-75.491,-9.491,88,-78.003,-12.003,332,-85.217,-19.217,272,-85.623,-19.623,158,-85.649,-19.649,68,-85.902,-19.902,190,-85.902,-19.902,446,-85.923,-19.923,282,-85.928,-19.928,380,-85.949,-19.949,268,-85.965,-19.965,378,-86.13,-20.13,198,-86.136,-20.136,304,-86.195,-20.195,48,-86.315,-20.315,138,-86.321,-20.321,416,-86.326,-20.326,174,-86.332,-20.332
,,3645,144.9195138,-37.78015073,166,-56.538,-1.538,158,-62.981,-7.981,148,-72.656,-17.656,128,-74.275,-19.275,486,-74.285,-19.285,434,-74.339,-19.339,284,-74.452,-19.452,316,-74.553,-19.553,132,-74.669,-19.669,266,-74.705,-19.705,108,-74.777,-19.777,370,-74.787,-19.787,342,-74.992,-19.992,292,-75.034,-20.034,470,-75.12,-20.12,392,-75.13,-20.13,122,-75.146,-20.146,252,-75.157,-20.157,250,-75.239,-20.239,448,-75.26,-20.26
,,1725,144.8451672,-37.8232505,206,-75.543,-2.543,366,-82.118,-9.118,294,-86.57,-13.57,382,-91.338,-18.338,172,-92.13,-19.13,188,-92.85,-19.85,2,-92.997,-19.997,296,-93.114,-20.114,80,-93.136,-20.136,464,-93.146,-20.146,96,-93.195,-20.195,198,-93.201,-20.201,216,-93.206,-20.206,118,-93.217,-20.217,232,-93.255,-20.255,304,-93.288,-20.288,40,-93.315,-20.315,56,-93.332,-20.332,262,-93.437,-20.437,224,-93.482,-20.482
,,5840,144.9414365,-37.78638722,88,-60.384,-2.384,80,-70.53,-12.53,96,-74.804,-16.804,150,-75.923,-17.923,346,-76.992,-18.992,502,-77.202,-19.202,58,-77.29,-19.29,374,-77.388,-19.388,176,-77.679,-19.679,280,-77.918,-19.918,258,-77.923,-19.923,260,-78.061,-20.061,104,-78.109,-20.109,18,-78.141,-20.141,408,-78.146,-20.146,116,-78.255,-20.255,324,-78.266,-20.266,76,-78.293,-20.293,350,-78.31,-20.31,48,-78.326,-20.326
,,2949,144.8273657,-37.81684524,206,-74.298,-1.298,180,-89.863,-16.863,366,-91.011,-18.011,288,-92.548,-19.548,268,-92.628,-19.628,504,-92.818,-19.818,126,-92.881,-19.881,86,-92.912,-19.912,296,-92.992,-19.992,338,-93.045,-20.045,166,-93.05,-20.05,150,-93.093,-20.093,380,-93.233,-20.233,496,-93.255,-20.255,266,-93.288,-20.288,254,-93.321,-20.321,390,-93.337,-20.337,278,-93.359,-20.359,306,-93.365,-20.365,66,-93.415,-20.415
,,2730,144.912319,-37.81851232,316,-47.412,-0.412,4,-65.032,-18.032,48,-65.573,-18.573,486,-65.586,-18.586,308,-65.732,-18.732,58,-66.077,-19.077,374,-66.285,-19.285,20,-66.408,-19.408,204,-66.462,-19.462,130,-66.573,-19.573,450,-66.705,-19.705,74,-66.71,-19.71,250,-67.002,-20.002,174,-67.05,-20.05,212,-67.05,-20.05,32,-67.146,-20.146,300,-67.146,-20.146,146,-67.206,-20.206,416,-67.217,-20.217,312,-67.277,-20.277
,,776,144.9757763,-37.82241962,318,-61.464,-1.464,450,-71.339,-11.339,326,-75.017,-15.017,374,-78.25,-18.25,126,-79.423,-19.423,422,-79.613,-19.613,312,-79.649,-19.649,428,-79.669,-19.669,188,-80.066,-20.066,94,-80.109,-20.109,268,-80.179,-20.179,180,-80.228,-20.228,232,-80.271,-20.271,78,-80.288,-20.288,406,-80.326,-20.326,446,-80.343,-20.343,114,-80.348,-20.348,458,-80.365,-20.365,200,-80.376,-20.376,296,-80.393,-20.393
,,2810,144.9786343,-37.79410172,150,-63.908,-4.908,450,-64.652,-5.652,158,-67.47,-8.47,434,-72.472,-13.472,316,-74.837,-15.837,184,-78.339,-19.339,244,-78.573,-19.573,198,-78.923,-19.923,18,-78.955,-19.955,252,-78.986,-19.986,458,-79.087,-20.087,20,-79.152,-20.152,432,-79.211,-20.211,488,-79.217,-20.217,282,-79.282,-20.282,116,-79.332,-20.332,52,-79.337,-20.337,120,-79.343,-20.343,490,-79.365,-20.365,248,-79.387,-20.387
,,4555,144.884861,-37.79792343,442,-66.068,-3.068,434,-69.029,-6.029,382,-77.061,-14.061,316,-82.378,-19.378,46,-82.944,-19.944,418,-82.997,-19.997,122,-83.007,-20.007,98,-83.077,-20.077,78,-83.093,-20.093,462,-83.146,-20.146,232,-83.206,-20.206,302,-83.217,-20.217,62,-83.233,-20.233,102,-83.288,-20.288,490,-83.288,-20.288,436,-83.293,-20.293,112,-83.31,-20.31,38,-83.365,-20.365,32,-83.387,-20.387,28,-83.393,-20.393
,,1204,144.9351189,-37.77874604,366,-49.217,-1.217,294,-65.587,-17.587,342,-66.889,-18.889,424,-67.3,-19.3,470,-67.558,-19.558,486,-67.834,-19.834,190,-67.928,-19.928,388,-67.965,-19.965,438,-68.039,-20.039,346,-68.19,-20.19,142,-68.255,-20.255,194,-68.321,-20.321,254,-68.326,-20.326,104,-68.337,-20.337,270,-68.354,-20.354,340,-68.404,-20.404,380,-68.431,-20.431,448,-68.431,-20.431,336,-68.459,-20.459,22,-68.465,-20.465
,,3690,144.8623083,-37.80090298,450,-68.568,-4.568,150,-72.056,-8.056,158,-75.957,-11.957,434,-80.684,-16.684,318,-82.168,-18.168,474,-83.512,-19.512,216,-83.86,-19.86,462,-84.05,-20.05,358,-84.066,-20.066,2,-84.233,-20.233,252,-84.277,-20.277,456,-84.31,-20.31,376,-84.521,-20.521,428,-84.578,-20.578,464,-84.612,-20.612,390,-84.623,-20.623,288,-84.663,-20.663,334,-84.68,-20.68,34,-84.686,-20.686,138,-84.715,-20.715
,,5468,144.9261035,-37.76867535,88,-52.753,-0.753,478,-70.75,-18.75,50,-70.819,-18.819,488,-71.049,-19.049,152,-71.251,-19.251,432,-71.664,-19.664,76,-71.751,-19.751,18,-71.767,-19.767,502,-71.793,-19.793,54,-71.813,-19.813,248,-71.85,-19.85,94,-71.912,-19.912,198,-71.97,-19.97,22,-71.981,-19.981,258,-71.986,-19.986,130,-72.055,-20.055,340,-72.077,-20.077,96,-72.222,-20.222,252,-72.233,-20.233,48,-72.31,-20.31
,,3429,144.8356501,-37.79565047,442,-68.505,-1.505,434,-79.649,-12.649,338,-85.796,-18.796,62,-86.154,-19.154,196,-86.231,-19.231,410,-86.304,-19.304,426,-86.659,-19.659,66,-86.669,-19.669,228,-86.674,-19.674,284,-86.818,-19.818,482,-86.824,-19.824,358,-86.834,-19.834,208,-86.881,-19.881,490,-86.881,-19.881,202,-86.912,-19.912,200,-87.013,-20.013,126,-87.152,-20.152,218,-87.168,-20.168,370,-87.201,-20.201,322,-87.239,-20.239
,,5684,144.9724042,-37.81534457,96,-73.801,-3.801,88,-75.052,-5.052,40,-88.186,-18.186,382,-88.492,-18.492,150,-88.69,-18.69,292,-88.936,-18.936,204,-89.603,-19.603,190,-89.69,-19.69,168,-89.818,-19.818,268,-89.86,-19.86,210,-89.949,-19.949,400,-89.965,-19.965,76,-90.045,-20.045,410,-90.045,-20.045,508,-90.31,-20.31,2,-90.381,-20.381,92,-90.51,-20.51,198,-90.544,-20.544,82,-90.572,-20.572,160,-90.583,-20.583
,,344,144.8853656,-37.78725324,326,-62.572,-1.572,334,-71.2,-10.2,318,-72.915,-11.915,462,-78.799,-17.799,306,-79.997,-18.997,508,-80.231,-19.231,506,-80.324,-19.324,56,-80.368,-19.368,76,-80.398,-19.398,382,-80.398,-19.398,324,-80.685,-19.685,20,-80.756,-19.756,352,-80.949,-19.949,208,-80.976,-19.976,244,-81.002,-20.002,440,-81.013,-20.013,212,-81.071,-20.071,422,-81.071,-20.071,346,-81.077,-20.077,398,-81.082,-20.082
,,3390,144.8925314,-37.80018545,206,-55.873,-0.873,382,-66.651,-11.651,464,-74.082,-19.082,462,-74.116,-19.116,348,-74.202,-19.202,428,-74.334,-19.334,96,-74.388,-19.388,280,-74.403,-19.403,504,-74.558,-19.558,248,-74.659,-19.659,126,-74.669,-19.669,218,-74.669,-19.669,496,-74.767,-19.767,56,-74.772,-19.772,334,-74.777,-19.777,24,-74.912,-19.912,230,-75.007,-20.007,498,-75.029,-20.029,42,-75.098,-20.098,36,-75.184,-20.184
,,3567,144.8758106,-37.83131766,276,-71.489,-6.489,392,-73.685,-8.685,316,-74.189,-9.189,388,-74.882,-9.882,132,-76.124,-11.124,268,-83.007,-18.007,400,-83.796,-18.796,88,-84.644,-19.644,408,-84.897,-19.897,284,-84.918,-19.918,260,-85.023,-20.023,416,-85.071,-20.071,398,-85.077,-20.077,152,-85.233,-20.233,496,-85.233,-20.233,324,-85.244,-20.244,318,-85.293,-20.293,248,-85.332,-20.332,148,-85.393,-20.393,458,-85.426,-20.426
,,5430,144.8675167,-37.7843346,88,-58.872,-0.872,96,-74.849,-16.849,50,-76.51,-18.51,488,-76.936,-18.936,238,-77.344,-19.344,120,-77.497,-19.497,76,-77.628,-19.628,198,-77.726,-19.726,502,-77.736,-19.736,436,-77.767,-19.767,144,-77.798,-19.798,58,-77.886,-19.886,380,-77.907,-19.907,260,-77.928,-19.928,256,-77.949,-19.949,2,-77.992,-19.992,18,-78.05,-20.05,472,-78.098,-20.098,28,-78.168,-20.168,374,-78.184,-20.184
,,560,144.9432158,-37.78323734,374,-66.113,-2.113,382,-75.153,-11.153,366,-77.138,-13.138,486,-82.618,-18.618,52,-83.135,-19.135,202,-83.329,-19.329,310,-83.517,-19.517,218,-83.679,-19.679,2,-83.808,-19.808,44,-83.881,-19.881,312,-83.891,-19.891,272,-83.928,-19.928,390,-83.955,-19.955,254,-83.997,-19.997,282,-84.002,-20.002,178,-84.077,-20.077,324,-84.271,-20.271,94,-84.293,-20.293,156,-84.332,-20.332,322,-84.337,-20.337
,,636,144.8963052,-37.77304292,318,-59.598,-3.598,334,-60.728,-4.728,324,-67.539,-11.539,326,-71.784,-15.784,206,-74.936,-18.936,74,-75.226,-19.226,236,-75.236,-19.236,256,-75.29,-19.29,282,-75.448,-19.448,438,-75.512,-19.512,34,-75.731,-19.731,308,-75.741,-19.741,302,-75.803,-19.803,404,-75.839,-19.839,490,-75.865,-19.865,462,-75.907,-19.907,478,-76.023,-20.023,328,-76.066,-20.066,36,-76.071,-20.071,246,-76.071,-20.071
